id,value,created_at,updated_at,deleted_at,deleted,transcript_id
ccf9389d-62ae-432f-8ef8-a0f10e6bec1a,"{""id"": ""ccf9389d62ae432f8ef8a0f10e6bec1a"", ""status"": ""completed"", ""deleted"": false, ""endTime"": ""2019-08-02T09:01:49Z"", ""duration"": 16, ""spokenBy"": ""0bbbfe84c66145af8d0ffcd5258bba38"", ""createdAt"": ""2019-08-02T09:11:02.325668247Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:01:33Z"", ""updatedAt"": ""2019-08-02T09:11:23.721701411Z"", ""confidence"": 0.8643947, ""recordingId"": ""c7be5fe9aced47e1af61d99bcfd0e513"", ""transcriber"": ""google_speech_api"", ""languageCode"": ""en-US"", ""originalText"": ""Deep I had a question like so for iOS you will be using native player. Right? It's it also uses like so basically it uses Safari or like how does it work like? Yeah we have. "", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:11:02.329Z,2019-08-02T09:11:02.329Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
c1275b36-942d-4816-8b40-9a3a20c2d76d,"{""id"": ""c1275b36942d48168b409a3a20c2d76d"", ""status"": ""no_transcription"", ""deleted"": false, ""endTime"": ""2019-08-02T09:00:23Z"", ""duration"": 5, ""spokenBy"": ""b4a57b25de68446cac990f856d3fe4d5"", ""createdAt"": ""2019-08-02T09:00:24.227133363Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:00:18Z"", ""updatedAt"": ""2019-08-02T09:00:27.04208813Z"", ""confidence"": 0, ""recordingId"": ""c44c228e2367407fb48e629b2d8d6038"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": """", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:00:24.229Z,2019-08-02T09:00:24.229Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
54602041-4cc4-419a-bc60-a51eefd5c671,"{""id"": ""546020414cc4419abc60a51eefd5c671"", ""status"": ""no_transcription"", ""deleted"": false, ""endTime"": ""2019-08-02T09:00:45Z"", ""duration"": 22, ""spokenBy"": ""c66797a92e6d46ad9573926e57f7dac3"", ""createdAt"": ""2019-08-02T09:00:45.506264722Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:00:23Z"", ""updatedAt"": ""2019-08-02T09:00:48.316407758Z"", ""confidence"": 0, ""recordingId"": ""ff68bd3779f344f9ab6063fdadd15b75"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": """", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:00:45.507Z,2019-08-02T09:00:45.507Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
135073ac-1e9d-4dfa-aa03-29a465c621e9,"{""id"": ""135073ac1e9d4dfaaa0329a465c621e9"", ""status"": ""no_transcription"", ""deleted"": false, ""endTime"": ""2019-08-02T09:00:47Z"", ""duration"": 2, ""spokenBy"": ""c66797a92e6d46ad9573926e57f7dac3"", ""createdAt"": ""2019-08-02T09:00:47.408000291Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:00:45Z"", ""updatedAt"": ""2019-08-02T09:00:48.611376909Z"", ""confidence"": 0, ""recordingId"": ""67b9a52cf4b14b94b61c97e3c6ca161c"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": """", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:00:47.409Z,2019-08-02T09:00:47.409Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
e65580b3-b2a7-4297-97a9-a67cc98307fd,"{""id"": ""e65580b3b2a7429797a9a67cc98307fd"", ""status"": ""completed"", ""deleted"": false, ""endTime"": ""2019-08-02T09:01:19Z"", ""duration"": 4, ""spokenBy"": ""b4a57b25de68446cac990f856d3fe4d5"", ""createdAt"": ""2019-08-02T09:01:19.193546089Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:01:15Z"", ""updatedAt"": ""2019-08-02T09:01:23.52802773Z"", ""confidence"": 0.5447605, ""recordingId"": ""d78c43cafb50445ba9d954c3b71b53f5"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""Okay I."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:01:19.195Z,2019-08-02T09:01:19.195Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
f08d4fe0-048c-4346-8ed3-296a670edf20,"{""id"": ""f08d4fe0048c43468ed3296a670edf20"", ""status"": ""completed"", ""deleted"": false, ""endTime"": ""2019-08-02T09:01:33Z"", ""duration"": 14, ""spokenBy"": ""0bbbfe84c66145af8d0ffcd5258bba38"", ""createdAt"": ""2019-08-02T09:01:33.397174852Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:01:19Z"", ""updatedAt"": ""2019-08-02T09:01:44.814414721Z"", ""confidence"": 0.8309368, ""recordingId"": ""fc9349e694194c89b5f0d06d73be6dcd"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""Go first so I have started all quality selection and high quality screen share feature for five."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:01:33.398Z,2019-08-02T09:01:33.398Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
d362bb43-7f47-4228-b2b0-84e287db135b,"{""id"": ""d362bb437f474228b2b084e287db135b"", ""status"": ""revoked"", ""deleted"": false, ""endTime"": ""2019-08-02T09:01:49Z"", ""duration"": 16, ""spokenBy"": ""0bbbfe84c66145af8d0ffcd5258bba38"", ""createdAt"": ""2019-08-02T09:01:49.703183693Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:01:33Z"", ""updatedAt"": ""2019-08-02T09:01:53.605320952Z"", ""confidence"": 0.9277963, ""recordingId"": ""c7be5fe9aced47e1af61d99bcfd0e513"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""Deep I had a question like so for Ios you will be using native player right it also uses like so basically I think a suffering like how does it go like."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:01:49.704Z,2019-08-02T09:01:49.704Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
a32f7b63-8647-4f73-a68d-06527a552649,"{""id"": ""a32f7b6386474f73a68d06527a552649"", ""status"": ""revoked"", ""deleted"": false, ""endTime"": ""2019-08-02T09:05:07Z"", ""duration"": 53, ""spokenBy"": ""c66797a92e6d46ad9573926e57f7dac3"", ""createdAt"": ""2019-08-02T09:05:07.928588128Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:04:14Z"", ""updatedAt"": ""2019-08-02T09:05:10.920893642Z"", ""confidence"": 0.9595963, ""recordingId"": ""bfdf8f9825ac4320a5f51e2a9d35fc3f"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""So I have been working on the recent call view from some now and I'm with the UI and API integration only thing is the APIs currently deployed to staging environment and staging is not very stable as in the call are not working and links are not generating cetera. So when he is deploying the API to staging two as well. So there might be a few more changes so I do them and I have to do that join call drop down which we discussed partial even if there's only be one item. I will shrink it to so other than that changes I done so I think today be able to give us staging build for six calls."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:05:07.930Z,2019-08-02T09:05:07.930Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
041fda6b-1da7-4138-98c9-0451807b35ab,"{""id"": ""041fda6b1da7413898c90451807b35ab"", ""status"": ""completed"", ""deleted"": false, ""endTime"": ""2019-08-02T09:03:11Z"", ""duration"": 3, ""spokenBy"": ""b4a57b25de68446cac990f856d3fe4d5"", ""createdAt"": ""2019-08-02T09:03:11.188788156Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:03:08Z"", ""updatedAt"": ""2019-08-02T09:03:13.579969688Z"", ""confidence"": 0.986023, ""recordingId"": ""285b3dad6ebf4cb3903b97ac844544d5"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""I better sorry, so we will use."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:03:11.189Z,2019-08-02T09:03:11.189Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
833432cf-0332-4142-9a06-4d2b2d2e4ba8,"{""id"": ""833432cf033241429a064d2b2d2e4ba8"", ""status"": ""completed"", ""deleted"": false, ""endTime"": ""2019-08-02T09:03:19Z"", ""duration"": 9, ""spokenBy"": ""0bbbfe84c66145af8d0ffcd5258bba38"", ""createdAt"": ""2019-08-02T09:03:20.038904664Z"", ""deletedAt"": null, ""startTime"": ""2019-08-02T09:03:10Z"", ""updatedAt"": ""2019-08-02T09:03:22.10238329Z"", ""confidence"": 0.88298017, ""recordingId"": ""36334fb098d14a35906cfcc8872cc7a2"", ""transcriber"": ""deepgram"", ""languageCode"": ""en-US"", ""originalText"": ""Basically share started and screen share ended and will ask them to add that."", ""transcriptId"": ""17d0f2aa-8dba-4059-bc00-27c5be7f0a54""}",2019-08-02T09:03:20.040Z,2019-08-02T09:03:20.040Z,,false,17d0f2aa-8dba-4059-bc00-27c5be7f0a54
