id,text,segment_id,score,recording_id
c095dba6-2d00-465e-b093-4272e3d2da73,Point is what because just getting this feature as the number one priority why someone else from the platform team those apis sai I can sit in one and done with.,8ac509c3997347528733b0e2598f0bdd,12.8458607187,f5f0815d427548c1a6bee7ab1fb7ac25
4a339046-3f7d-47c9-9c87-453b6a2758b8,"More yesterday today work with one two finish is this listening to we understand you know, handling from know the cancer recording okay so that two apIs is that they need that that.",1fc20e9bbc8142c5ac8f43d7f6687d7d,13.1786078546,5762531a9aa1418e976174818c8a6064
f7f8c6b6-ac42-4b74-8f78-67207857b4c5,"There is issue in queries that we yes, what in the string and the configure of this code. So it used to work properly because the goes were zero one is to.",17aec540bd46472a984e392ef233545e,13.7608072695,991d856ca0e54622b2cbc8311538de95
8d2b5e77-4ac5-46e6-9495-b9569dd12b78,It's point able to hear me like Okay yeah so I have basically completed the fee plan part. But I still there and like the notification for the admin like to eat API p is pending once I get the end points I start sending the plan and status to them and currently I am working on adding basic plans and integrating it with the stripe so okay right. So just.,dfab145790c94fe591a0e6329620f9ba,13.9902658251,2286797701e44be591a0cc4f7df926a9
b0f62700-e439-408c-9da9-7fafb5c1d16c,"Client tries to make an call the API gateway without the yeah yeah, not that point that will return is something different or it's the same as everything else. If it does the same normally this.",c3120d3e983143e391e59815c2613e3b,14.4538651431,468ac3e348b34d3cb39650171643dbfa
4f25ab84-6a94-4892-a507-f345a753804c,This issue is just click up call I have it management. So I seeing that building the API client and then the get user ID ID. You plays will zero and that's so we'll just it out. I have it so so are just that.,546926889fa447208c8d22263267f7e8,1.4738924671,c6c5534d3a6d4cefb1c2ec7c4da75ba6
9614be61-3638-451a-8d99-866ad74ffda6,"One which you ask you that session the components that will with that issue right? Yeah yeah, that is a different issue and what million bus looking at that IoS whether it's a different both or two different issues. So the first one which chunk posted right that is because we don't have a user in the database call.",ac5188666c12441fbfad31f1ee1e9d29,14.8518853718,166c1b25d16b4bf6a8d32f9f11cfd008
46fa30a0-8e75-4ade-aa60-2c0821faa2ed,So probably just little more like try to it one also I try to do it from staging two it is calling the new auto a right and I'll try to do some of calls today from straight two from web browser and from staging from IoS. If we try to like see where is ratio issue is it in call by or is it in the API gateway right because API how it is not pending any anymore like why it is were on authorized with even working lambda up so and I do get that flow the i.,14b49f852a17492289634dd4f0ebe50c,15.0906017527,0d21bc6e3b094b929fb511f619770d7f
1959b1c8-d656-4a86-bb72-cd5001cb3224,"I know to make an again, but let's say if for now what is the client started to launch all four roles at is getting. Yeah, that's what I have to.",8253677c4c41405b9adc3a0ae89d512c,15.191084153,1e21beb7c4394a8dbf21323f910d1628
5cddb6f8-d110-4a75-a834-cbf12485fa09,Doing that you running out from the log from the meeting basically our call doesn't get roughly ended because it's just ether user that ID is is not to be able able to fold right. So we they'll just print have a log and continue with the call basically there they are that in the UI now from back. I think just mentioned has added now the.,364f7046c90844e084c53affd1e34b6a,15.8149722934,51f30bd0eac541ff989843c2f351b52d
